0-sad 1-disturbed 2-happy 3-excited,0-irresponsible 1-don't respect 2-Shows respect 3-Responsible,0-Unconfident 1-don't belives 2-belives 3-very Confident,0-selfish and unregular 1-Undisciplined 2-Good attitude 3-disciplined,0-lack of communication 1-bad softskills 2-good softskills 3-good communication,0-bad social acts 1-good social acts,imageslabels
3,2,2,3,2,0,g06-011m-s05-00.png
3,2,2,3,2,0,g06-011m-s05-01.png
3,2,2,3,2,0,g06-011m-s05-02.png
3,2,2,3,2,0,g06-011m-s05-03.png
3,3,3,3,2,0,g06-011n-s00-00.png
1,2,2,3,2,0,g06-011n-s00-01.png
1,2,1,1,2,0,g06-011n-s01-00.png
1,1,2,3,2,0,g06-011n-s01-01.png
3,1,2,3,2,0,g06-011n-s01-02.png
1,1,2,3,2,0,g06-011n-s01-03.png
3,2,2,3,2,0,g06-011n-s02-00.png
1,0,1,3,1,0,g06-011n-s02-01.png
1,1,1,1,2,0,g06-011n-s03-00.png
3,1,2,3,2,0,g06-011n-s03-01.png
3,1,2,3,2,0,g06-011n-s04-00.png
1,2,2,3,2,0,g06-011n-s04-01.png
1,2,2,3,2,0,g06-011n-s04-02.png
3,2,2,3,2,0,g06-011n-s05-00.png
1,2,2,3,2,0,g06-011n-s05-01.png
1,3,3,3,2,0,g06-011o-s00-00.png
3,2,1,1,2,0,g06-011o-s00-01.png
1,0,1,3,1,0,g06-011o-s01-00.png
3,2,1,1,2,0,g06-011o-s01-01.png
1,2,2,3,2,0,g06-011o-s01-02.png
1,2,1,1,2,0,g06-011o-s02-00.png
3,2,2,3,2,0,g06-011o-s02-01.png
3,1,2,3,2,0,g06-011o-s03-00.png
3,2,2,3,2,0,g06-011o-s03-01.png
1,2,2,3,2,0,g06-011o-s04-00.png
1,2,2,3,2,0,g06-011o-s04-01.png
1,2,2,3,1,1,g06-011o-s05-00.png
1,2,2,3,1,1,g06-011o-s05-01.png
3,2,2,3,2,0,g06-011o-s05-02.png
1,2,2,3,1,1,g06-011o-s05-03.png
1,2,2,3,1,1,g06-011o-s05-04.png
1,2,2,3,1,1,g06-011p-s00-00.png
1,2,2,3,1,1,g06-011p-s01-00.png
1,1,1,3,1,0,g06-011p-s01-01.png
1,2,2,3,1,1,g06-011p-s01-02.png
1,2,2,3,1,1,g06-011p-s02-00.png
1,2,2,3,1,1,g06-011p-s02-01.png
1,2,2,3,1,1,g06-011p-s03-00.png
1,1,1,3,0,1,g06-011p-s03-01.png
1,1,1,3,0,1,g06-011p-s04-00.png
1,3,3,3,3,1,g06-011p-s04-01.png
3,1,2,3,1,1,g06-011p-s05-00.png
1,2,3,3,2,0,g06-011p-s05-01.png
3,1,1,1,2,0,g06-011p-s05-02.png
3,1,1,1,2,0,g06-011p-s05-03.png
3,1,1,1,1,1,g06-011r-s00-00.png
3,1,2,3,2,0,g06-011r-s01-00.png
1,1,1,1,1,1,g06-011r-s01-01.png
3,1,1,1,1,1,g06-011r-s02-00.png
3,1,1,1,1,1,g06-011r-s02-01.png
3,1,1,1,2,0,g06-011r-s03-00.png
1,1,2,3,2,0,g06-011r-s03-01.png
3,1,1,1,1,1,g06-011r-s04-00.png
1,1,1,1,2,0,g06-011r-s04-01.png
1,1,1,3,0,1,g06-011r-s05-00.png
1,2,2,3,1,1,g06-011r-s05-01.png
3,2,2,3,2,0,g06-011r-s05-02.png
3,2,2,3,1,1,g06-011r-s05-03.png
3,2,2,3,1,1,g06-018a-s00-00.png
1,2,2,3,1,1,g06-018a-s00-01.png
3,2,2,3,1,1,g06-018a-s00-02.png
3,1,1,1,1,1,g06-018a-s01-00.png
3,1,1,1,1,1,g06-018a-s01-01.png
3,0,0,1,0,1,g06-018a-s01-02.png
3,2,2,1,3,1,g06-018a-s02-00.png
3,1,1,1,1,1,g06-018a-s02-01.png
3,2,2,1,3,1,g06-018a-s02-02.png
3,2,2,1,3,1,g06-018b-s00-00.png
1,2,2,1,3,1,g06-018b-s00-01.png
3,1,1,1,1,1,g06-018b-s00-02.png
3,2,3,3,3,1,g06-018b-s01-00.png
3,1,1,1,1,1,g06-018b-s01-01.png
3,1,1,1,1,1,g06-018b-s01-02.png
1,1,1,1,1,1,g06-018b-s01-03.png
3,1,1,1,1,1,g06-018b-s01-04.png
1,2,2,1,3,1,g06-018b-s02-00.png
1,1,2,3,1,1,g06-018b-s02-01.png
1,2,3,3,2,0,g06-018b-s02-02.png
3,1,2,3,1,1,g06-018b-s02-03.png
1,1,1,1,1,1,g06-018c-s00-00.png
1,1,2,3,1,1,g06-018c-s00-01.png
1,1,2,3,1,1,g06-018c-s01-00.png
3,1,2,3,1,1,g06-018c-s01-01.png
1,1,1,1,1,1,g06-018c-s01-02.png
1,2,3,3,3,1,g06-018c-s01-03.png
3,1,2,3,1,1,g06-018c-s02-00.png
3,1,2,3,1,1,g06-018c-s02-01.png
3,1,1,1,1,1,g06-018c-s02-02.png
3,1,1,1,1,1,g06-018c-s02-03.png
3,1,1,1,1,1,g06-018d-s00-00.png
3,1,1,1,1,1,g06-018d-s00-01.png
3,1,1,1,2,0,g06-018d-s00-02.png
1,1,2,3,1,1,g06-018d-s01-00.png
3,1,2,3,1,1,g06-018d-s01-01.png
3,1,2,3,1,1,g06-018d-s01-02.png
3,1,1,1,2,0,g06-018d-s02-00.png
1,1,1,1,2,0,g06-018d-s02-01.png
1,2,2,1,2,0,g06-018d-s02-02.png
3,1,1,1,2,0,g06-018d-s02-03.png
3,1,1,1,2,0,g06-018e-s00-00.png
1,1,1,1,2,0,g06-018e-s00-01.png
3,1,1,1,2,0,g06-018e-s01-00.png
1,1,1,1,2,0,g06-018e-s01-01.png
3,1,1,1,1,1,g06-018e-s01-02.png
1,2,2,3,1,1,g06-018e-s01-03.png
3,1,1,3,0,1,g06-018e-s02-00.png
1,2,2,3,2,0,g06-018e-s02-01.png
1,2,2,3,1,1,g06-018e-s02-02.png
1,2,2,3,1,1,g06-018f-s00-00.png
1,2,2,3,2,0,g06-018f-s00-01.png
1,2,2,3,1,1,g06-018f-s01-00.png
1,1,1,3,0,1,g06-018f-s01-01.png
1,1,1,1,2,0,g06-018f-s01-02.png
1,1,1,1,2,0,g06-018f-s02-00.png
3,2,2,1,2,0,g06-018f-s02-01.png
1,1,1,1,2,0,g06-018f-s02-02.png
3,1,1,1,2,0,g06-018g-s00-00.png
1,1,1,1,2,0,g06-018g-s00-01.png
3,1,1,1,2,0,g06-018g-s01-00.png
1,1,2,3,1,1,g06-018g-s01-01.png
3,1,1,3,0,1,g06-018g-s01-02.png
1,2,1,1,1,1,g06-018g-s02-00.png
3,3,3,3,3,1,g06-018g-s02-01.png
3,2,2,3,1,1,g06-018g-s02-02.png
3,2,2,3,1,1,g06-018h-s00-00.png
3,2,2,3,1,1,g06-018h-s00-01.png
3,2,1,1,1,1,g06-018h-s01-00.png
3,2,2,3,1,1,g06-018h-s01-01.png
1,2,2,3,1,1,g06-018h-s01-02.png
1,2,3,3,3,1,g06-018h-s01-03.png
3,1,1,1,1,1,g06-018h-s02-00.png
1,1,1,1,1,1,g06-018h-s02-01.png
3,2,2,1,3,1,g06-018h-s02-02.png
3,1,1,1,1,1,g06-018h-s02-03.png
3,1,1,1,1,1,g06-018i-s00-00.png
1,1,1,1,1,1,g06-018i-s00-01.png
1,1,1,1,1,1,g06-018i-s01-00.png
1,1,1,1,1,1,g06-018i-s01-01.png
3,1,1,1,1,1,g06-018i-s01-02.png
3,1,2,3,2,0,g06-018i-s01-03.png
3,1,1,1,1,1,g06-018i-s02-00.png
3,1,2,3,2,0,g06-018i-s02-01.png
3,1,2,3,2,0,g06-018i-s02-02.png
3,1,1,1,1,1,g06-018j-s00-00.png
3,1,2,3,2,0,g06-018j-s00-01.png
1,2,2,1,3,1,g06-018j-s00-02.png
3,1,1,1,1,1,g06-018j-s01-00.png
3,1,1,1,1,1,g06-018j-s01-01.png
1,1,2,3,1,1,g06-018j-s01-02.png
3,0,0,1,0,1,g06-018j-s02-00.png
1,1,1,1,1,1,g06-018j-s02-01.png
1,1,1,1,2,0,g06-018j-s02-02.png
3,1,1,1,1,1,g06-018j-s02-03.png
1,1,1,1,1,1,g06-018k-s00-00.png
1,1,1,1,1,1,g06-018k-s00-01.png
1,3,2,1,2,0,g06-018k-s00-02.png
1,1,1,1,1,1,g06-018k-s01-00.png
3,1,1,1,1,1,g06-018k-s01-01.png
1,1,1,1,1,1,g06-018k-s01-02.png
3,1,1,3,0,1,g06-018k-s02-00.png
3,2,2,3,1,1,g06-018k-s02-01.png
3,2,2,3,1,1,g06-018k-s02-02.png
3,2,2,3,1,1,g06-018k-s02-03.png
3,2,2,3,1,1,g06-018l-s00-00.png
3,2,2,3,1,1,g06-018l-s00-01.png
3,1,2,3,1,1,g06-018l-s01-00.png
1,3,3,3,3,1,g06-018l-s01-01.png
3,0,0,1,1,0,g06-018l-s01-02.png
3,1,1,1,2,0,g06-018l-s02-00.png
1,2,2,1,2,0,g06-018l-s02-01.png
3,1,2,3,2,0,g06-018l-s02-02.png
1,1,1,1,2,0,g06-018m-s00-00.png
1,1,1,1,2,0,g06-018m-s00-01.png
3,2,2,1,2,0,g06-018m-s00-02.png
1,1,1,1,2,0,g06-018m-s01-00.png
1,1,1,1,2,0,g06-018m-s01-01.png
3,1,1,1,2,0,g06-018m-s01-02.png
3,2,2,3,2,0,g06-018m-s02-00.png
1,2,2,3,2,0,g06-018m-s02-01.png
1,2,1,1,2,0,g06-018m-s02-02.png
1,2,2,3,2,0,g06-018m-s02-03.png
1,2,2,3,2,0,g06-018n-s00-00.png
1,1,2,3,2,0,g06-018n-s00-01.png
1,2,2,3,2,0,g06-018n-s00-02.png
1,2,2,3,2,0,g06-018n-s00-03.png
3,2,2,3,2,0,g06-018n-s01-00.png
1,1,2,3,2,0,g06-018n-s01-01.png
1,2,2,3,2,0,g06-018n-s01-02.png
1,2,2,3,2,0,g06-018n-s01-03.png
1,1,2,3,2,0,g06-018n-s01-04.png
3,1,0,1,1,0,g06-018n-s02-00.png
1,2,2,3,2,0,g06-018n-s02-01.png
3,2,2,3,2,0,g06-018n-s02-02.png
1,2,2,3,2,0,g06-018n-s02-03.png
3,2,2,3,2,0,g06-018o-s00-00.png
3,2,2,3,2,0,g06-018o-s00-01.png
1,2,3,3,2,0,g06-018o-s00-02.png
3,2,2,3,2,0,g06-018o-s01-00.png
3,2,2,3,2,0,g06-018o-s01-01.png
1,0,1,3,1,0,g06-018o-s01-02.png
3,2,2,3,2,0,g06-018o-s01-03.png
1,2,2,3,1,1,g06-018o-s02-00.png
1,2,2,3,1,1,g06-018o-s02-01.png
1,2,2,3,1,1,g06-018o-s02-02.png
1,2,2,3,2,0,g06-018o-s02-03.png
1,2,2,3,1,1,g06-018o-s02-04.png
3,2,2,3,1,1,g06-018p-s00-00.png
1,2,2,3,1,1,g06-018p-s00-01.png
1,2,2,3,1,1,g06-018p-s01-00.png
1,2,2,3,1,1,g06-018p-s01-01.png
1,1,2,3,1,1,g06-018p-s01-02.png
1,2,2,3,1,1,g06-018p-s01-03.png
1,1,1,1,2,0,g06-018p-s02-00.png
3,1,1,1,2,0,g06-018p-s02-01.png
1,2,2,1,2,0,g06-018p-s02-02.png
1,1,1,1,2,0,g06-018p-s02-03.png
3,1,1,1,2,0,g06-018r-s00-00.png
3,1,2,3,2,0,g06-018r-s00-01.png
3,1,2,3,2,0,g06-018r-s01-00.png
1,1,1,1,2,0,g06-018r-s01-01.png
3,1,1,1,1,1,g06-018r-s01-02.png
3,1,2,3,1,1,g06-018r-s01-03.png
1,2,2,3,1,1,g06-018r-s02-00.png
1,2,2,3,1,1,g06-018r-s02-01.png
1,2,2,3,1,1,g06-018r-s02-02.png
1,1,2,3,1,1,g06-026a-s00-00.png
3,2,2,3,1,1,g06-026a-s01-00.png
1,2,2,3,1,1,g06-026a-s01-01.png
1,2,2,3,1,1,g06-026a-s01-02.png
3,1,2,3,2,0,g06-026a-s02-00.png
1,1,1,1,1,1,g06-026a-s02-01.png
1,1,1,1,1,1,g06-026a-s03-00.png
3,1,1,1,1,1,g06-026a-s03-01.png
3,2,2,1,3,1,g06-026a-s03-02.png
3,2,2,1,3,1,g06-026a-s03-03.png
1,1,2,3,1,1,g06-026b-s00-00.png
1,1,1,1,1,1,g06-026b-s01-00.png
3,2,2,1,3,1,g06-026b-s01-01.png
3,0,0,1,0,1,g06-026b-s01-02.png
3,1,1,1,1,1,g06-026b-s01-03.png
3,1,1,1,1,1,g06-026b-s02-00.png
1,1,1,1,1,1,g06-026b-s02-01.png
3,2,2,1,3,1,g06-026b-s03-00.png
1,1,2,3,1,1,g06-026b-s03-01.png
1,1,2,3,1,1,g06-026b-s03-02.png
3,1,1,1,1,1,g06-026b-s03-03.png
1,1,2,3,1,1,g06-026b-s03-04.png
3,0,1,3,0,1,g06-026c-s00-00.png
3,1,2,3,1,1,g06-026c-s01-00.png
3,1,2,3,1,1,g06-026c-s01-01.png
1,1,1,1,1,1,g06-026c-s01-02.png
3,1,1,1,1,1,g06-026c-s02-00.png
1,1,2,3,1,1,g06-026c-s03-00.png
3,1,2,3,1,1,g06-026c-s03-01.png
3,1,2,3,1,1,g06-026c-s03-02.png
3,0,0,1,0,1,g06-026d-s00-00.png
1,1,1,1,1,1,g06-026d-s01-00.png
3,0,0,1,0,1,g06-026d-s01-01.png
3,1,1,1,1,1,g06-026d-s01-02.png
3,1,1,1,1,1,g06-026d-s02-00.png
1,1,1,1,1,1,g06-026d-s03-00.png
3,1,1,1,2,0,g06-026d-s03-01.png
3,0,0,1,1,0,g06-026d-s03-02.png
1,1,1,1,2,0,g06-026e-s00-00.png
3,1,1,1,2,0,g06-026e-s01-00.png
3,1,1,1,2,0,g06-026e-s01-01.png
3,1,1,1,2,0,g06-026e-s02-00.png
1,1,1,3,0,1,g06-026e-s03-00.png
3,2,2,3,1,1,g06-026e-s03-01.png
1,2,2,3,1,1,g06-026e-s03-02.png
3,2,2,3,2,0,g06-026e-s03-03.png
1,2,2,3,1,1,g06-026f-s00-00.png
1,1,1,3,1,0,g06-026f-s01-00.png
3,2,2,3,1,1,g06-026f-s01-01.png
1,2,2,3,1,1,g06-026f-s02-00.png
3,1,1,1,2,0,g06-026f-s02-01.png
3,1,1,1,2,0,g06-026f-s03-00.png
3,1,1,1,2,0,g06-026f-s03-01.png
1,2,2,1,2,0,g06-026f-s03-02.png
3,1,1,1,2,0,g06-026g-s00-00.png
3,1,2,3,2,0,g06-026g-s01-00.png
3,1,1,1,2,0,g06-026g-s01-01.png
3,1,2,3,2,0,g06-026g-s02-00.png
1,2,2,3,1,1,g06-026g-s02-01.png
3,1,1,3,0,1,g06-026g-s03-00.png
3,2,1,1,1,1,g06-026g-s03-01.png
3,2,2,3,1,1,g06-026g-s03-02.png
1,0,0,1,0,1,g06-026h-s00-00.png
1,2,2,3,1,1,g06-026h-s01-00.png
1,2,2,3,1,1,g06-026h-s01-01.png
3,2,1,1,1,1,g06-026h-s01-02.png
1,1,1,1,1,1,g06-026h-s02-00.png
1,1,1,1,1,1,g06-026h-s03-00.png
1,2,2,1,3,1,g06-026h-s03-01.png
1,1,1,1,1,1,g06-026h-s03-02.png
3,1,1,1,1,1,g06-026i-s00-00.png
1,1,1,1,1,1,g06-026i-s01-00.png
3,1,1,1,1,1,g06-026i-s01-01.png
3,1,1,1,1,1,g06-026i-s01-02.png
3,1,1,1,1,1,g06-026i-s02-00.png
3,1,2,3,2,0,g06-026i-s03-00.png
3,2,2,1,3,1,g06-026i-s03-01.png
3,1,2,3,1,1,g06-026i-s03-02.png
1,1,2,3,1,1,g06-026j-s00-00.png
3,1,2,3,1,1,g06-026j-s01-00.png
3,1,2,3,2,0,g06-026j-s01-01.png
1,1,1,1,1,1,g06-026j-s01-02.png
3,1,1,1,2,0,g06-026j-s02-00.png
3,1,1,1,1,1,g06-026j-s02-01.png
1,1,1,1,1,1,g06-026j-s03-00.png
3,1,1,1,1,1,g06-026j-s03-01.png
1,1,1,1,1,1,g06-026j-s03-02.png
3,1,1,1,2,0,g06-026j-s03-03.png
1,1,1,1,1,1,g06-026k-s00-00.png
3,1,1,1,1,1,g06-026k-s01-00.png
1,2,2,1,3,1,g06-026k-s01-01.png
3,2,1,1,1,1,g06-026k-s01-02.png
1,0,0,1,0,1,g06-026k-s02-00.png
3,1,1,1,2,0,g06-026k-s02-01.png
3,2,2,3,1,1,g06-026k-s03-00.png
3,2,2,3,1,1,g06-026k-s03-01.png
1,2,2,3,1,1,g06-026k-s03-02.png
3,2,2,3,1,1,g06-026k-s03-03.png
3,2,2,3,1,1,g06-026l-s00-00.png
1,2,2,3,1,1,g06-026l-s01-00.png
1,2,2,3,1,1,g06-026l-s01-01.png
3,2,2,3,1,1,g06-026l-s01-02.png
1,1,2,3,2,0,g06-026l-s02-00.png
3,1,1,1,2,0,g06-026l-s03-00.png
3,1,1,1,1,1,g06-026l-s03-01.png
3,1,1,1,2,0,g06-026l-s03-02.png
1,1,1,1,2,0,g06-026m-s00-00.png
1,1,1,1,1,1,g06-026m-s01-00.png
3,1,2,3,2,0,g06-026m-s01-01.png
3,1,1,1,2,0,g06-026m-s01-02.png
3,1,1,1,2,0,g06-026m-s02-00.png
3,1,1,1,2,0,g06-026m-s02-01.png
1,2,2,3,2,0,g06-026m-s03-00.png
3,1,2,3,2,0,g06-026m-s03-01.png
3,2,2,3,2,0,g06-026m-s03-02.png
3,1,1,1,2,0,g06-026m-s03-03.png
1,1,2,3,2,0,g06-026n-s00-00.png
1,1,2,3,2,0,g06-026n-s01-00.png
3,1,1,1,2,0,g06-026n-s01-01.png
1,2,2,3,2,0,g06-026n-s01-02.png
1,2,2,3,2,0,g06-026n-s02-00.png
1,2,2,3,2,0,g06-026n-s03-00.png
3,2,2,3,2,0,g06-026n-s03-01.png
1,1,1,3,1,0,g06-026n-s03-02.png
1,2,2,3,2,0,g06-026n-s03-03.png
1,2,2,3,2,0,g06-026o-s00-00.png
3,2,2,3,2,0,g06-026o-s01-00.png
3,2,2,3,2,0,g06-026o-s01-01.png
3,2,2,3,2,0,g06-026o-s01-02.png
1,2,2,3,2,0,g06-026o-s02-00.png
3,2,2,3,1,1,g06-026o-s03-00.png
1,2,2,3,1,1,g06-026o-s03-01.png
1,2,2,3,1,1,g06-026o-s03-02.png
1,2,2,3,1,1,g06-026o-s03-03.png
3,2,2,3,1,1,g06-026p-s00-00.png
3,2,2,3,1,1,g06-026p-s01-00.png
1,1,1,3,0,1,g06-026p-s01-01.png
1,1,1,3,0,1,g06-026p-s01-02.png
1,1,1,1,1,1,g06-026p-s02-00.png
1,1,1,1,2,0,g06-026p-s03-00.png
3,1,1,1,2,0,g06-026p-s03-01.png
1,1,1,1,2,0,g06-026p-s03-02.png
1,1,1,1,1,1,g06-026r-s00-00.png
3,2,3,3,2,0,g06-026r-s01-00.png
3,1,1,1,1,1,g06-026r-s01-01.png
3,1,1,1,2,0,g06-026r-s01-02.png
1,1,1,1,2,0,g06-026r-s02-00.png
3,2,2,3,1,1,g06-026r-s03-00.png
1,2,2,3,2,0,g06-026r-s03-01.png
3,2,2,3,2,0,g06-026r-s03-02.png
3,2,2,3,1,1,g06-026r-s03-03.png
1,2,2,3,1,1,g06-031a-s00-00.png
1,2,2,3,1,1,g06-031a-s01-00.png
1,2,2,3,1,1,g06-031a-s02-00.png
1,2,2,3,1,1,g06-031a-s03-00.png
1,2,2,3,1,1,g06-031a-s03-01.png
3,2,2,3,1,1,g06-031a-s04-00.png
3,1,1,1,1,1,g06-031a-s04-01.png
3,2,2,3,1,1,g06-031a-s04-02.png
3,1,1,1,1,1,g06-031a-s04-03.png
1,1,1,1,1,1,g06-031a-s04-04.png
1,1,1,1,1,1,g06-031a-s04-05.png
3,1,1,1,1,1,g06-031a-s04-06.png
1,1,1,1,1,1,g06-031b-s00-00.png
1,1,1,1,1,1,g06-031b-s01-00.png
3,1,1,1,1,1,g06-031b-s02-00.png
3,1,1,1,1,1,g06-031b-s03-00.png
3,1,1,1,1,1,g06-031b-s03-01.png
3,2,2,1,3,1,g06-031b-s03-02.png
3,1,1,1,1,1,g06-031b-s04-00.png
3,2,2,1,3,1,g06-031b-s04-01.png
3,1,1,1,1,1,g06-031b-s04-02.png
3,1,1,1,1,1,g06-031b-s04-03.png
3,1,1,1,1,1,g06-031b-s04-04.png
1,1,2,3,1,1,g06-031b-s04-05.png
1,1,1,1,1,1,g06-031b-s04-06.png
3,2,2,1,3,1,g06-031b-s04-07.png
1,1,2,3,1,1,g06-031c-s00-00.png
3,1,2,3,1,1,g06-031c-s01-00.png
1,1,1,1,1,1,g06-031c-s02-00.png
3,1,2,3,1,1,g06-031c-s03-00.png
1,1,2,3,1,1,g06-031c-s03-01.png
3,0,0,1,0,1,g06-031c-s04-00.png
1,2,3,3,3,1,g06-031c-s04-01.png
3,1,1,1,1,1,g06-031c-s04-02.png
3,1,2,3,1,1,g06-031c-s04-03.png
1,1,2,3,2,0,g06-031c-s04-04.png
1,1,1,1,2,0,g06-031c-s04-05.png
3,1,1,1,1,1,g06-031d-s00-00.png
3,2,3,3,3,1,g06-031d-s01-00.png
1,1,2,3,1,1,g06-031d-s02-00.png
3,1,1,1,1,1,g06-031d-s02-01.png
3,1,1,1,1,1,g06-031d-s03-00.png
3,0,0,1,0,1,g06-031d-s03-01.png
3,1,2,3,1,1,g06-031d-s04-00.png
1,1,1,1,1,1,g06-031d-s04-01.png
3,1,1,1,2,0,g06-031d-s04-02.png
2,2,2,0,3,1,g06-031d-s04-03.png
3,1,1,1,2,0,g06-031d-s04-04.png
3,1,1,1,2,0,g06-031d-s04-05.png
3,1,1,1,2,0,g06-031e-s00-00.png
3,1,1,1,2,0,g06-031e-s01-00.png
3,1,1,1,2,0,g06-031e-s02-00.png
3,1,1,1,2,0,g06-031e-s02-01.png
1,1,1,1,2,0,g06-031e-s03-00.png
3,1,1,1,2,0,g06-031e-s03-01.png
3,1,1,1,2,0,g06-031e-s04-00.png
1,2,2,3,1,1,g06-031e-s04-01.png
1,2,2,3,2,0,g06-031e-s04-02.png
1,1,1,3,1,0,g06-031e-s04-03.png
1,2,2,3,1,1,g06-031e-s04-04.png
1,2,2,3,2,0,g06-031f-s00-00.png
1,2,2,3,1,1,g06-031f-s01-00.png
3,2,2,3,1,1,g06-031f-s02-00.png
1,0,1,3,0,1,g06-031f-s03-00.png
3,2,2,3,1,1,g06-031f-s04-00.png
1,1,1,1,2,0,g06-031f-s04-01.png
1,1,1,1,2,0,g06-031f-s04-02.png
1,2,2,1,2,0,g06-031f-s04-03.png
1,1,2,3,2,0,g06-031f-s04-04.png
3,1,1,1,2,0,g06-031g-s00-00.png
3,1,1,1,2,0,g06-031g-s01-00.png
3,1,2,3,2,0,g06-031g-s02-00.png
3,1,2,3,2,0,g06-031g-s02-01.png
3,1,1,1,2,0,g06-031g-s03-00.png
1,1,1,1,2,0,g06-031g-s03-01.png
3,1,1,1,2,0,g06-031g-s04-00.png
3,2,2,3,1,1,g06-031g-s04-01.png
3,2,2,3,1,1,g06-031g-s04-02.png
1,3,3,3,2,0,g06-031g-s04-03.png
1,2,2,3,2,0,g06-031g-s04-04.png
1,2,1,1,1,1,g06-031h-s00-00.png
3,2,1,1,1,1,g06-031h-s01-00.png
3,2,1,1,1,1,g06-031h-s02-00.png
1,2,1,1,1,1,g06-031h-s02-01.png
3,2,1,1,1,1,g06-031h-s03-00.png
3,2,2,3,1,1,g06-031h-s03-01.png
1,2,2,3,1,1,g06-031h-s04-00.png
3,2,1,1,1,1,g06-031h-s04-01.png
3,3,3,3,2,0,g06-031h-s04-02.png
1,1,1,1,1,1,g06-031h-s04-03.png
3,1,1,1,1,1,g06-031h-s04-04.png
3,2,2,1,2,0,g06-031h-s04-05.png
3,1,1,1,2,0,g06-031h-s04-06.png
3,1,1,1,1,1,g06-031i-s00-00.png
1,1,1,1,1,1,g06-031i-s01-00.png
3,1,1,1,1,1,g06-031i-s02-00.png
1,2,2,1,3,1,g06-031i-s02-01.png
3,1,1,1,1,1,g06-031i-s03-00.png
3,1,1,1,1,1,g06-031i-s03-01.png
3,1,1,1,1,1,g06-031i-s04-00.png
3,1,1,1,1,1,g06-031i-s04-01.png
1,1,1,1,2,0,g06-031i-s04-02.png
3,2,3,3,2,0,g06-031i-s04-03.png
1,1,1,1,2,0,g06-031i-s04-04.png
3,2,2,1,2,0,g06-031j-s00-00.png
3,1,1,1,2,0,g06-031j-s01-00.png
3,1,1,1,2,0,g06-031j-s02-00.png
3,1,1,1,1,1,g06-031j-s02-01.png
3,1,2,3,1,1,g06-031j-s03-00.png
1,1,1,1,1,1,g06-031j-s03-01.png
3,2,2,1,3,1,g06-031j-s04-00.png
3,1,1,1,1,1,g06-031j-s04-01.png
3,1,2,3,1,1,g06-031j-s04-02.png
1,1,1,1,1,1,g06-031j-s04-03.png
3,1,1,1,1,1,g06-031j-s04-04.png
3,1,1,1,2,0,g06-031j-s04-05.png
3,2,2,1,2,0,g06-031j-s04-06.png
1,1,1,1,2,0,g06-031j-s04-07.png
3,1,1,1,1,1,g06-031k-s00-00.png
3,1,1,1,2,0,g06-031k-s01-00.png
1,1,1,1,2,0,g06-031k-s02-00.png
1,1,1,1,1,1,g06-031k-s02-01.png
1,1,1,1,1,1,g06-031k-s03-00.png
3,1,1,1,1,1,g06-031k-s03-01.png
3,1,1,1,1,1,g06-031k-s04-00.png
1,1,1,1,1,1,g06-031k-s04-01.png
1,2,2,1,3,1,g06-031k-s04-02.png
3,2,2,3,1,1,g06-031k-s04-03.png
1,2,2,3,2,0,g06-031k-s04-04.png
1,3,3,3,2,0,g06-031k-s04-05.png
1,2,2,3,1,1,g06-031k-s04-06.png
1,2,2,3,1,1,g06-031l-s00-00.png
3,2,2,3,1,1,g06-031l-s01-00.png
3,2,2,3,1,1,g06-031l-s02-00.png
3,2,2,3,1,1,g06-031l-s02-01.png
1,2,2,3,1,1,g06-031l-s03-00.png
3,2,1,1,1,1,g06-031l-s03-01.png
1,2,2,3,1,1,g06-031l-s04-00.png
3,1,1,1,2,0,g06-031l-s04-01.png
1,1,2,3,2,0,g06-031l-s04-02.png
1,2,3,3,2,0,g06-031l-s04-03.png
1,1,1,1,2,0,g06-031l-s04-04.png
3,1,1,1,2,0,g06-031m-s00-00.png
1,1,1,1,2,0,g06-031m-s01-00.png
1,1,1,1,2,0,g06-031m-s02-00.png
3,1,1,1,2,0,g06-031m-s02-01.png
1,1,1,1,2,0,g06-031m-s03-00.png
3,1,1,1,2,0,g06-031m-s03-01.png
1,1,1,1,2,0,g06-031m-s04-00.png
1,1,1,1,2,0,g06-031m-s04-01.png
3,1,1,1,2,0,g06-031m-s04-02.png
3,2,2,3,2,0,g06-031m-s04-03.png
1,2,2,3,2,0,g06-031m-s04-04.png
3,1,2,3,2,0,g06-031m-s04-05.png
1,1,1,1,2,0,g06-031m-s04-06.png
1,2,2,3,2,0,g06-031n-s00-00.png
1,2,2,3,2,0,g06-031n-s01-00.png
1,2,2,3,2,0,g06-031n-s01-01.png
1,2,2,3,2,0,g06-031n-s02-00.png
3,1,2,3,2,0,g06-031n-s03-00.png
3,2,2,1,2,0,g06-031n-s03-01.png
1,1,2,3,2,0,g06-031n-s03-02.png
3,1,2,3,2,0,g06-031n-s04-00.png
1,2,2,1,2,0,g06-031n-s04-01.png
1,1,2,3,2,0,g06-031n-s04-02.png
3,1,2,3,2,0,g06-031n-s04-03.png
3,2,2,3,2,0,g06-031n-s04-04.png
1,2,2,3,2,0,g06-031n-s04-05.png
1,2,2,3,2,0,g06-031n-s04-06.png
1,3,3,3,2,0,g06-031n-s04-07.png
1,2,2,3,2,0,g06-031o-s00-00.png
1,2,2,3,2,0,g06-031o-s01-00.png
1,2,2,3,2,0,g06-031o-s01-01.png
